"corpus","user/isabelle.gribomont/react2"
"subcorpus","-"
Item,Frequency (focus),Frequency (reference),Relative frequency (focus),Relative frequency (reference),Score
"cómo",16975,7656511,564.30518,390.77612,1.354
"mrta",1072,4071,35.63683,0.20778,1.354
"salario",3477,1162330,115.58699,59.32347,1.353
"compañeros",1090,14525,36.23521,0.74133,1.352
"descomposición",1233,84997,40.98900,4.33811,1.351
"perú",3575,1214648,118.84483,61.99370,1.351
"consciente",2740,812077,91.08667,41.44712,1.351
"contrainsurgencia",1067,6393,35.47061,0.32629,1.350
"derechos",2626,759608,87.29693,38.76918,1.350
"enseñar",4072,1466825,135.36676,74.86441,1.346
"poblador",1489,217343,49.49929,11.09284,1.346
"r",2241,582137,74.49825,29.71134,1.345
"sabotaje",1117,38215,37.13277,1.95043,1.345
"campamento",1703,322246,56.61336,16.44692,1.345
"verdaderamente",1793,369441,59.60526,18.85568,1.343
"acordar",3453,1178141,114.78915,60.13044,1.341
"realmente",6265,2546657,208.26933,129.97731,1.340
"subdesarrollado",1082,29410,35.96926,1.50104,1.340
"lógica",2034,493943,67.61689,25.21006,1.339
"fsln",1068,24148,35.50386,1.23248,1.339
"antiimperialista",1062,21447,35.30440,1.09462,1.338
"consecuencia",6546,2699103,217.61070,137.75792,1.336
"contrarrevolución",1045,19512,34.73926,0.99586,1.334
"desaparecido",1216,103975,40.42387,5.30672,1.333
"centavo",1258,126767,41.82008,6.46999,1.332
"co",1373,183716,45.64306,9.37657,1.332
"desenmascarar",1070,36098,35.57034,1.84238,1.331
"oportunista",1126,63629,37.43197,3.24752,1.331
"africa",1147,74564,38.13008,3.80563,1.331
"concebir",2067,525096,68.71393,26.80006,1.331
"agudizar",1151,76836,38.26305,3.92159,1.330
"minoría",1538,267139,51.12821,13.63435,1.330
"instrumento",4056,1501448,134.83487,76.63151,1.330
"anciano",1793,395074,59.60526,20.16395,1.328
"mina",1921,457913,63.86040,23.37115,1.328
"interno",5838,2379219,194.07445,121.43154,1.328
"detener",4849,1896751,161.19681,96.80714,1.327
"mariátegui",1018,17133,33.84169,0.87444,1.327
"bolívar",1781,391880,59.20633,20.00093,1.327
"gringo",1123,70886,37.33224,3.61791,1.325
"delegado",2262,630675,75.19637,32.18865,1.325
"oposición",3216,1100367,106.91048,56.16098,1.325
"caer",7145,3032025,237.52345,154.74971,1.325
"no",289879,142159089,9636.53711,7255.57324,1.324
"arriba",3822,1403584,127.05594,71.63669,1.323
"actual",9557,4228595,317.70633,215.82074,1.323
"extraordinario",2877,938988,95.64100,47.92445,1.323
"situación",14020,6428400,466.07120,328.09528,1.322
"n",3684,1339949,122.46835,68.38886,1.321
"rendir",2406,710986,79.98341,36.28759,1.321
"apoyar",6176,2573597,205.31068,131.35228,1.320
"ca",1315,174584,43.71495,8.91049,1.320
"asamblea",3295,1152948,109.53671,58.84462,1.319
"circunstancia",3642,1324471,121.07214,67.59888,1.319
"despojar",1243,141205,41.32144,7.20688,1.318
"comités",1065,54165,35.40413,2.76450,1.318
"ahora",24243,11525459,805.91754,588.24103,1.316
"porvenir",1135,91365,37.73116,4.66312,1.316
"fundamentalmente",1905,472867,63.32850,24.13438,1.316
"somocista",955,2960,31.74736,0.15107,1.315
"nariño",1083,66867,36.00251,3.41279,1.315
"invasión",1539,294389,51.16146,15.02514,1.314
"cumplir",10536,4753830,350.25150,242.62790,1.314
"privatización",1265,158846,42.05278,8.10725,1.314
"girón",1020,37519,33.90818,1.91491,1.314
"secretariado",1050,54827,34.90548,2.79828,1.312
"atenco",967,14054,32.14628,0.71729,1.312
"victoria",4663,1853197,155.01357,94.58422,1.311
"mayoría",8655,3839067,287.72083,195.93985,1.310
"estar",141456,69893915,4702.46582,3567.27393,1.310
"derrocar",1107,89398,36.80035,4.56273,1.308
"saber",32107,15524310,1067.34302,792.33600,1.308
"baja",2630,848860,87.42991,43.32446,1.308
"camagüey",1027,51120,34.14088,2.60908,1.307
"violar",1862,467188,61.89904,23.84453,1.307
"ganancia",2075,574445,68.97987,29.31876,1.307
"inmediato",3790,1430382,125.99215,73.00442,1.306
"entusiasmo",1485,282263,49.36631,14.40625,1.306
"políticamente",1279,180111,42.51820,9.19258,1.305
"encarcelar",1229,156713,40.85603,7.99838,1.304
"honesto",1357,220868,45.11117,11.27275,1.304
"reafirmar",1358,221702,45.14442,11.31532,1.304
"bombardeo",1194,139989,39.69251,7.14481,1.304
"traidor",1130,108544,37.56494,5.53991,1.303
"graduar",1427,257329,47.43821,13.13366,1.303
"rebelión",1264,177063,42.01954,9.03701,1.302
"condenar",2826,958472,93.94559,48.91888,1.302
"fortalecimiento",1479,286007,49.16686,14.59734,1.302
"entero",2505,800353,83.27449,40.84874,1.301
"prd",1327,212190,44.11388,10.82984,1.300
"heroísmo",957,27791,31.81385,1.41841,1.300
"olvidar",5311,2210242,176.55522,112.80722,1.300
"corregimiento",1011,55165,33.60899,2.81553,1.300
"emancipación",1040,70118,34.57304,3.57871,1.299
"marxismo-leninismo",913,7142,30.35114,0.36452,1.299
"enfrentamiento",1765,435853,58.67444,22.24524,1.298
"justificar",3067,1089360,101.95724,55.59919,1.298
"firme",2204,656512,73.26826,33.50732,1.298
"comunicado",2340,725945,77.78934,37.05107,1.297
"difícil",6228,2678259,207.03932,136.69406,1.297
"montañas",939,23161,31.21547,1.18210,1.297
"policiaco",1030,68872,34.24061,3.51512,1.297
"marxista-leninista",906,7142,30.11844,0.36452,1.296
"papel",6994,3067153,232.50371,156.54259,1.296
"dificultad",3722,1422972,123.73160,72.62622,1.296
"naturalmente",1374,243005,45.67631,12.40259,1.296
"impedir",3843,1486241,127.75404,75.85537,1.295
"colectivo",4920,2028538,163.55708,103.53335,1.295
"traición",1178,148804,39.16062,7.59472,1.293
"compatriota",1156,138339,38.42927,7.06060,1.293
"claridad",1734,429506,57.64390,21.92130,1.293
"michoacán",1175,148049,39.06089,7.55618,1.293
"cultivo",2748,940643,91.35262,48.00892,1.293
"cedema",880,94,29.25411,0.00480,1.292
"dueño",2804,971047,93.21424,49.56069,1.292
"conducir",3972,1560034,132.04243,79.62165,1.292
"tesis",2213,674108,73.56744,34.40540,1.291
"zedillo",911,18033,30.28466,0.92038,1.291
"emboscar",915,20466,30.41763,1.04455,1.291
"necesario",13137,6188601,436.71738,315.85632,1.291
"estudiar",5886,2532888,195.67014,129.27457,1.290
"mo",981,55987,32.61169,2.85749,1.289
"adelante",4540,1855123,150.92464,94.68252,1.289
"miliciano",950,42690,31.58114,2.17883,1.288
"fracaso",1884,516953,62.63040,26.38446,1.287
"pugna",987,62989,32.81115,3.21486,1.287
"hermanas",963,51347,32.01331,2.62067,1.286
"período",4001,1589575,133.00648,81.12937,1.286
"gente",12939,6117886,430.13519,312.24713,1.286
"lograr",13113,6206089,435.91953,316.74887,1.286
"guatemalteco",1022,83102,33.97466,4.24139,1.285
"enorme",3658,1419770,121.60403,72.46279,1.285
"extrajudicial",964,54485,32.04655,2.78083,1.285
"militarmente",906,25776,30.11844,1.31557,1.284
"encubrir",1133,140937,37.66467,7.19320,1.284
"armamento",1105,126801,36.73386,6.47172,1.284
"aspirar",1685,421835,56.01498,21.52979,1.284
"fracasar",1396,276113,46.40766,14.09237,1.283
"haber",250010,126530312,8311.16016,6457.90527,1.283
"vélez",1128,143501,37.49846,7.32406,1.281
"revolucion",887,22269,29.48682,1.13657,1.280
"reformismo",876,16983,29.12114,0.86679,1.280
"latifundista",865,11570,28.75546,0.59051,1.280
"jefe",5376,2308302,178.71603,117.81205,1.280
"demagogia",942,51799,31.31520,2.64374,1.279
"persistir",1260,214503,41.88657,10.94789,1.279
"empeñar",1199,183455,39.85873,9.36325,1.279
"terreno",4220,1723743,140.28677,87.97709,1.278
"responsabilidad",5717,2487838,190.05202,126.97528,1.278
"bush",1247,210030,41.45441,10.71960,1.278
"fuego",3517,1367821,116.91672,69.81140,1.277
"nomás",935,51922,31.08249,2.65002,1.277
"saludar",1498,339326,49.79848,17.31866,1.277
"ta",985,78131,32.74466,3.98768,1.277
"delincuente",1492,336856,49.59902,17.19259,1.277
"dirección",8488,3907371,282.16922,199.42598,1.276
"crecer",5681,2476266,188.85524,126.38467,1.276
"obligar",5230,2247156,173.86252,114.69126,1.276
"continuidad",1892,543072,62.89634,27.71753,1.275
"estrategia",5862,2572114,194.87228,131.27660,1.275
"organizaciones",1039,109558,34.53980,5.59167,1.274
"presa",1352,269771,44.94495,13.76868,1.274
"elemental",1249,217958,41.52089,11.12423,1.274
"acontecimiento",2135,671904,70.97447,34.29291,1.273
"renunciar",1903,553275,63.26202,28.23828,1.273
"organismo",4442,1855720,147.66678,94.71299,1.272
"latifundio",851,17830,28.29006,0.91001,1.271
"prácticamente",2739,986739,91.05343,50.36158,1.271
"dialogar",1408,305511,46.80658,15.59279,1.270
"sólo",20885,10295642,694.28656,525.47314,1.270
"movimientos",872,31018,28.98817,1.58311,1.270
"tremendo",1465,335372,48.70145,17.11685,1.270
"acaso",1743,478438,57.94309,24.41871,1.269
"epl",822,6707,27.32600,0.34231,1.269
"demás",6484,2920124,215.54962,149.03847,1.267
"guardia",2456,849942,81.64557,43.37968,1.267
"oportunismo",855,28831,28.42303,1.47149,1.266
"www",891,47769,29.61979,2.43805,1.265
"existencia",3991,1643509,132.67406,83.88208,1.265
"ejercer",3626,1456635,120.54024,74.34432,1.265
"chocar",1400,310856,46.54063,15.86559,1.265
"centroamérica",1041,126019,34.60629,6.43181,1.265
"edmundo",863,34434,28.68898,1.75746,1.265
"venezuela",3165,1220560,105.21507,62.29544,1.264
"demostrar",7022,3209862,233.43452,163.82623,1.264
"democratico",806,6865,26.79411,0.35038,1.264
"trabajar",15989,7833933,531.52728,399.83142,1.263
"marulanda",808,8398,26.86060,0.42862,1.263
"verdad",9108,4288432,302.78006,218.87473,1.263
"aniversario",1926,586122,64.02662,29.91473,1.263
"durito",788,453,26.19573,0.02312,1.262
"generalizar",1551,394511,51.56038,20.13521,1.262
"aislar",1919,585752,63.79391,29.89585,1.261
"grande",40536,20559863,1347.55078,1049.34265,1.259
"reacción",2529,904638,84.07233,46.17128,1.259
"dónde",3628,1473291,120.60673,75.19442,1.259
"engaño",1181,207738,39.26035,10.60262,1.259
"analfabeto",874,48935,29.05465,2.49756,1.259
"acumulación",1341,291436,44.57928,14.87443,1.259
"causa",6898,3171386,229.31235,161.86249,1.258
"sistemático",1398,323309,46.47415,16.50118,1.257
"nicaragüense",944,89572,31.38169,4.57161,1.256
"inconformidad",909,72172,30.21817,3.68354,1.256
"exterminio",896,65826,29.78601,3.35965,1.256
"querer",34929,17719688,1161.15564,904.38464,1.256
"glorioso",994,116912,33.04385,5.96700,1.256
"aliado",1565,413672,52.02578,21.11316,1.255
"milicia",954,96667,31.71412,4.93373,1.255
"aniquilamiento",781,8615,25.96303,0.43970,1.254
"corrupto",1274,265601,42.35198,13.55585,1.254
"elección",5975,2710642,198.62878,138.34685,1.253
"violento",1854,568674,61.63310,29.02422,1.253
"analfabetismo",826,34544,27.45897,1.76307,1.253
"nes",834,41026,27.72492,2.09390,1.251
"claro",11986,5849061,398.45432,298.52676,1.251
"chileno",2497,908322,83.00854,46.35931,1.250
"hecho",13300,6536321,442.13602,333.60339,1.250
"honor",2448,884869,81.37962,45.16230,1.249
"reivindicación",1166,217435,38.76170,11.09754,1.249
"correlación",1087,176388,36.13548,9.00256,1.249
"org",933,97284,31.01601,4.96522,1.248
"sacrificar",1189,231320,39.52629,11.80620,1.248
"constituyente",1223,249686,40.65657,12.74358,1.248
"palabra",10062,4865516,334.49420,248.32817,1.247
"castro",1958,633866,65.09040,32.35151,1.247
"derecha",2827,1087724,93.97884,55.51570,1.247
"acá",1875,591015,62.33121,30.16446,1.247
"angola",839,50230,27.89114,2.56366,1.247
"naciones",1746,524300,58.04282,26.75944,1.247
"reunión",5104,2280208,169.67386,116.37817,1.246
"arrebatar",1033,153475,34.34034,7.83312,1.246
"trabajadores",1283,284644,42.65117,14.52778,1.246
"recurso",10683,5200390,355.13828,265.41962,1.246
"desigualdad",1465,380632,48.70145,19.42685,1.245
"escuchar",6451,2989165,214.45259,152.56223,1.245
"títere",879,74367,29.22087,3.79557,1.245
"victorioso",861,65319,28.62249,3.33378,1.245
"legitimar",1067,173221,35.47061,8.84092,1.245
"firmeza",1017,147061,33.80844,7.50576,1.245
"institucionalidad",892,82117,29.65303,4.19112,1.244
"absolutamente",1933,627085,64.25932,32.00542,1.244
"educación",9329,4498703,310.12686,229.60663,1.244
"santos",1302,297155,43.28279,15.16632,1.244
"empezar",10872,5307662,361.42130,270.89459,1.244
"señor",7861,3732026,261.32568,190.47665,1.244
"idea",11132,5450901,370.06454,278.20529,1.243
"divisa",1215,254351,40.39062,12.98167,1.243
"farabundo",737,3800,24.50032,0.19395,1.243
"garantía",3184,1286797,105.84670,65.67606,1.242
"miserable",920,100148,30.58385,5.11139,1.242
"guevara",976,130323,32.44547,6.65148,1.242
"cooperativa",1472,390563,48.93415,19.93371,1.242
"calumnia",818,47550,27.19303,2.42688,1.242
"cerco",874,77192,29.05465,3.93976,1.242
"compas",756,15946,25.13194,0.81386,1.241
"adherente",792,35677,26.32870,1.82090,1.241
"multiplicar",1419,364972,47.17226,18.62759,1.241
"reiterar",1973,656468,65.58905,33.50508,1.240
"negociación",2570,970092,85.43530,49.51195,1.240
"marcha",4519,1994371,150.22652,101.78951,1.240
"ah",1366,339465,45.41036,17.32575,1.239
"pelear",1632,479799,54.25308,24.48817,1.239
"agredir",1108,204850,36.83359,10.45522,1.239
"centroamericano",982,139956,32.64493,7.14313,1.238
"duro",4326,1900153,143.81056,96.98078,1.238
"encabezar",2037,696812,67.71662,35.56417,1.237
"platicar",944,121929,31.38169,6.22306,1.237
"esbirro",752,21002,24.99897,1.07191,1.237
"principalmente",3305,1367387,109.86914,69.78925,1.236
"liberar",2396,888478,79.65097,45.34650,1.236
"detención",1614,477500,53.65470,24.37084,1.235
"pan",2574,983867,85.56828,50.21500,1.235
"cesar",1572,456047,52.25848,23.27591,1.235
"oriental",1645,495693,54.68524,25.29938,1.235
"brutal",1175,249359,39.06089,12.72689,1.234
"provocación",857,82031,28.48952,4.18673,1.233
"ignorancia",1112,216915,36.96656,11.07100,1.233
"tra",737,19179,24.50032,0.97887,1.233
"so",988,152508,32.84439,7.78377,1.233
"globalización",1131,228373,37.59819,11.65579,1.232
"maoísmo",705,3240,23.43653,0.16536,1.232
"cuestión",6175,2894799,205.27745,147.74593,1.232
"cinismo",794,50629,26.39519,2.58402,1.232
"bomba",1921,647165,63.86040,33.03027,1.232
"atraso",856,84433,28.45627,4.30933,1.231
"criminalizar",783,46140,26.02951,2.35491,1.231
"d",4156,1830465,138.15919,93.42402,1.231
"zapata",970,145205,32.24601,7.41103,1.231
"presos",710,8951,23.60275,0.45684,1.230
"sexenio",833,74755,27.69168,3.81538,1.230
"intento",2500,958111,83.10828,48.90046,1.230
"desprecio",938,131184,31.18222,6.69542,1.230
"cuál",4556,2048570,151.45653,104.55575,1.229
"sandino",724,18256,24.06816,0.93176,1.229
"injusto",1250,297154,41.55414,15.16627,1.229
"fpl",692,1629,23.00437,0.08314,1.229
"manifestación",2422,919444,80.51530,46.92696,1.229
"progreso",1813,598104,60.27012,30.52627,1.228
"democratización",803,63377,26.69438,3.23466,1.227
"históricamente",1050,194812,34.90548,9.94289,1.227
"cano",983,159631,32.67817,8.14731,1.227
"absurdo",1372,366287,45.60982,18.69470,1.227
"vaca",1194,272022,39.69251,13.88357,1.227
"alzar",1378,370443,45.80928,18.90682,1.226
"y",936397,497210213,31128.93555,25376.81641,1.226
"nunca",10190,5058156,338.74933,258.16022,1.225
"marxismo-leninismo-maoísmo",677,235,22.50572,0.01199,1.225
"legitimidad",1022,183992,33.97466,9.39066,1.225
"someter",3051,1263058,101.42534,64.46447,1.225
"estructural",1614,499381,53.65470,25.48761,1.224
"cómplice",999,172456,33.21007,8.80188,1.224
"mujer",16657,8505215,553.73383,434.09259,1.224
"presidencial",1850,626434,61.50013,31.97219,1.224
"fujimori",815,76220,27.09330,3.89015,1.223
"elevar",4191,1873850,139.32272,95.63831,1.223
"partidos",775,56523,25.76357,2.88484,1.222
"amnistía",891,118367,29.61979,6.04126,1.222
"complicidad",964,157616,32.04655,8.04447,1.222
"preparar",6328,3016514,210.36366,153.95807,1.222
"superación",988,171546,32.84439,8.75543,1.221
"granja",1105,234083,36.73386,11.94722,1.221
"historia",14990,7639361,498.31723,389.90079,1.221
"mercancía",1508,450270,50.13091,22.98106,1.221
"futuro",8150,3996702,270.93298,203.98529,1.220
"orden",7262,3524662,241.41292,179.89311,1.220
"bases",825,89334,27.42573,4.55946,1.219
"héroe",1532,468320,50.92875,23.90231,1.218
"llamar",16081,8248355,534.58569,420.98288,1.218
"muchacho",1628,519970,54.12011,26.53844,1.218
"vocero",997,183036,33.14358,9.34187,1.218
"saquear",807,81971,26.82735,4.18367,1.217
"lacayo",698,24133,23.20383,1.23171,1.217
"enriquecer",1344,370494,44.67901,18.90942,1.217
"círculo",1712,568038,56.91255,28.99175,1.216
"soberano",1138,260794,37.83089,13.31051,1.216
"equivocar",1994,719605,66.28716,36.72749,1.216
"obstáculo",1490,449892,49.53253,22.96177,1.216
"ovacion",652,1099,21.67464,0.05609,1.216
"civil",6729,3259072,223.69423,166.33783,1.215
"dólar",4715,2180653,156.74220,111.29705,1.215
"foxista",653,3396,21.70788,0.17333,1.215
"robar",2254,862803,74.93043,44.03609,1.214
"patrio",908,141107,30.18493,7.20188,1.214
"meta",2473,981313,82.21070,50.08465,1.214
"amaya",733,48063,24.36735,2.45306,1.214
"clandestinidad",704,32767,23.40329,1.67238,1.214
"unión",4509,2075051,149.89409,105.90730,1.214
"unitario",962,171445,31.98006,8.75028,1.214
"internacionalismo",668,14031,22.20653,0.71612,1.213
"debilitar",1061,225468,35.27115,11.50753,1.213
"leninista",664,13370,22.07356,0.68238,1.212
"discurso",3059,1301459,101.69129,66.42439,1.212
"sustentar",1403,411539,46.64037,21.00430,1.212
"capaz",4965,2327821,165.05304,118.80827,1.211
"perpetrar",869,126637,28.88844,6.46335,1.211
"preuniversitario",666,17638,22.14005,0.90022,1.211
"trabajo",27495,14456369,914.02484,737.83002,1.210
"caracol",829,106083,27.55870,5.41431,1.210
"permanente",3135,1348264,104.21778,68.81324,1.210
"compromiso",4408,2033904,146.53651,103.80721,1.210
"criminalización",694,35746,23.07086,1.82442,1.209
"mecanismo",3055,1309309,101.55832,66.82504,1.208
"erradicar",930,163733,30.91628,8.35667,1.208
"comandanta",627,1257,20.84356,0.06416,1.208
"pa",1167,292658,38.79494,14.93680,1.208
"atrasar",812,101675,26.99357,5.18933,1.207
"masacrar",703,45205,23.37005,2.30719,1.206
"sostener",4673,2189947,155.34599,111.77140,1.206
"pcs",690,38646,22.93788,1.97243,1.206
"comunidad",10271,5215376,341.44202,266.18445,1.206
"extraordinariamente",725,60902,24.10140,3.10834,1.204
"libertario",761,81062,25.29816,4.13728,1.203
"oea",799,103551,26.56141,5.28508,1.202
"demagógico",650,23300,21.60815,1.18919,1.202
"concertación",797,103725,26.49492,5.29396,1.201
"descarar",706,54741,23.46978,2.79389,1.201
"ilícito",1210,328343,40.22441,16.75810,1.201
"odio",1386,423937,46.07523,21.63707,1.201
"traicionar",867,142881,28.82195,7.29242,1.201
"públicamente",1067,251422,35.47061,12.83218,1.201
"fraude",1302,379513,43.28279,19.36974,1.200
"agudización",623,11332,20.71058,0.57837,1.200
"armas",813,114537,27.02681,5.84579,1.200
"andar",3490,1567918,116.01915,80.02403,1.200
"indispensable",1505,491435,50.03118,25.08206,1.199
"toma",2340,944889,77.78934,48.22563,1.199
"pedazo",1065,252667,35.40413,12.89572,1.199
"chile",4816,2290835,160.09978,116.92056,1.199
"dialéctico",724,69179,24.06816,3.53079,1.198
"mentar",822,122446,27.32600,6.24945,1.198
"lo",86666,46820370,2881.06494,2389.63696,1.197
"continuar",7325,3664041,243.50725,187.00681,1.197
"le",71346,38505355,2371.77734,1965.25183,1.197
"ulises",709,63738,23.56951,3.25309,1.197
"hostilidad",738,80599,24.53356,4.11364,1.196
"acuerdos",716,68971,23.80221,3.52017,1.196
"fgo",589,236,19.58031,0.01205,1.196
"lección",1278,376540,42.48495,19.21800,1.195
"peligro",2664,1132941,88.56018,57.82350,1.195
"orpa",586,272,19.48058,0.01388,1.195
"comprometer",2876,1249272,95.60776,63.76085,1.194
"transformar",2875,1249253,95.57452,63.75988,1.194
"nada",15752,8273770,523.64862,422.28003,1.194
"periódico",2422,1003041,80.51530,51.19361,1.194
"ro",650,36537,21.60815,1.86479,1.194
"acto",6878,3435015,228.64749,175.31767,1.194
"emboscada",640,31350,21.27572,1.60005,1.194
"corromper",727,79312,24.16789,4.04796,1.193
"combatividad",593,7461,19.71328,0.38080,1.193
"perspectiva",2926,1281927,97.26993,65.42751,1.192
